type	algorithm	optimization	text	data	bss	enc(0,0)	dec(0,0)	enc(0,8)	dec(0,8)	enc(0,16)	dec(0,16)	enc(0,24)	dec(0,24)	enc(0,32)	dec(0,32)	enc(8,0)	dec(8,0)	enc(8,8)	dec(8,8)	enc(8,16)	dec(8,16)	enc(8,24)	dec(8,24)	enc(8,32)	dec(8,32)	enc(16,0)	dec(16,0)	enc(16,8)	dec(16,8)	enc(16,16)	dec(16,16)	enc(16,24)	dec(16,24)	enc(16,32)	dec(16,32)	enc(24,0)	dec(24,0)	enc(24,8)	dec(24,8)	enc(24,16)	dec(24,16)	enc(24,24)	dec(24,24)	enc(24,32)	dec(24,32)	enc(32,0)	dec(32,0)	enc(32,8)	dec(32,8)	enc(32,16)	dec(32,16)	enc(32,24)	dec(32,24)	enc(32,32)	dec(32,32)
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128AV20	O2	5688	112	1612	732294	732537	739360	739590	746474	746642	753541	753754	760597	760881	744469	744762	751604	751817	758654	758923	765770	765937	772834	773059	756740	756959	763789	764032	770934	771083	777922	778207	785051	785268	768896	769132	776018	776179	783081	783302	790379	790625	797463	797688	781097	781337	788440	788674	795478	795650	802626	802836	809599	809902	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128AV20	O3	6160	112	1612	344507	344605	350320	350497	356162	356335	361987	362204	367884	368055	353943	354108	359829	360007	365656	365831	371484	371658	377385	377491	363407	363585	369233	369405	375061	375302	380954	381057	386778	386958	372813	372991	378641	378887	384536	384707	390359	390600	396460	396633	382291	382463	388115	388287	394149	394374	400040	400209	405868	406111	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128AV20	Os	5496	112	1612	1003701	1003963	1011793	1012038	1019941	1020188	1028028	1028274	1036169	1036398	1017969	1018241	1026044	1026308	1034179	1034461	1042272	1042526	1050629	1050897	1032215	1032415	1040296	1040575	1048441	1048866	1056743	1056998	1064820	1065160	1046425	1046679	1054757	1055012	1062918	1063115	1070994	1071239	1079140	1079363	1060970	1061197	1069051	1069302	1077104	1077377	1085241	1085506	1093335	1093604	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128AV20	Ofast	6160	112	1612	344436	344606	350330	350500	356228	356332	362055	362217	367886	368054	353926	354085	359822	359941	365656	365827	371487	371661	377308	377559	363338	363588	369239	369403	375128	375236	380942	381129	386783	386956	372813	373051	378642	378880	384532	384709	390425	390605	396460	396562	382221	382457	388182	388355	394214	394384	400040	400223	405930	406096	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	O0	8020	112	1612	5930463	5931215	5954438	5955173	5978646	5979282	6002538	6003266	6026528	6027254	5978556	5979241	6002412	6003136	6026445	6027074	6050632	6051327	6074572	6075224	6026318	6026955	6050465	6051172	6074435	6075118	6098653	6099324	6122504	6123251	6074300	6074967	6098522	6099219	6122408	6123152	6146333	6147028	6170494	6171248	6122310	6123017	6146338	6146998	6170382	6171137	6194376	6195068	6218290	6219040	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	O1	5524	112	1612	1494065	1494307	1500172	1500366	1506278	1506574	1512594	1512895	1518743	1518991	1506556	1506793	1512942	1513197	1519068	1519281	1525159	1525436	1531256	1531546	1519294	1519521	1525421	1525734	1531575	1531828	1537690	1537925	1543783	1544037	1531781	1532078	1537971	1538186	1544113	1544294	1550245	1550466	1556344	1556563	1544318	1544597	1550494	1550713	1556594	1556834	1562761	1562932	1568873	1569161	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	O2	5688	112	1612	1739794	1740032	1746862	1747106	1753984	1754214	1761033	1761268	1768179	1768316	1754191	1754426	1761266	1761462	1768297	1768604	1775628	1775855	1782685	1782985	1768489	1768791	1775822	1776053	1782866	1783098	1789986	1790202	1797116	1797338	1783050	1783367	1790171	1790349	1797246	1797460	1804357	1804584	1811420	1811654	1797465	1797665	1804552	1804710	1811601	1811820	1818718	1818866	1825851	1825992	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	O3	6160	112	1612	1352003	1352109	1357830	1358027	1363663	1363843	1369546	1369657	1375385	1375566	1363595	1363754	1369466	1369652	1375297	1375476	1381353	1381565	1387251	1387401	1375205	1375374	1381263	1381486	1387079	1387326	1392954	1393121	1398876	1398966	1387029	1387134	1392869	1393102	1398672	1398865	1404530	1404752	1410419	1410594	1398597	1398769	1404492	1404666	1410308	1410489	1416187	1416318	1422034	1422195	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	Os	5496	112	1612	1997179	1997462	2005279	2005506	2013339	2013668	2021539	2021827	2029642	2029819	2013581	2013816	2021700	2021891	2029774	2030049	2038065	2038327	2046145	2046477	2029922	2030208	2038294	2038576	2046356	2046625	2054437	2054696	2062551	2062834	2046494	2046803	2054655	2054935	2062741	2063016	2070820	2071146	2078977	2079146	2062928	2063165	2070986	2071222	2079138	2079381	2087246	2087444	2095334	2095611	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPA128V20	Ofast	6160	112	1612	1351954	1352119	1357786	1358022	1363649	1363910	1369500	1369716	1375383	1375552	1363598	1363769	1369490	1369583	1375318	1375494	1381406	1381501	1387239	1387338	1375214	1375377	1381297	1381430	1387138	1387247	1393036	1393144	1398799	1398945	1387040	1387189	1392851	1393045	1398704	1398926	1404569	1404752	1410459	1410637	1398597	1398773	1404414	1404654	1410325	1410477	1416129	1416315	1421955	1422195	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	O0	7364	112	1612	11713953	11714637	11715574	11716310	11717293	11717891	12250430	12251023	12251985	12252714	11983726	11984408	11985369	11986058	11987029	11987743	12520323	12521057	12522006	12522700	11987697	11988434	11989287	11989967	11990943	11991595	12524302	12525048	12525978	12526644	12790171	12790865	12791787	12792504	12793419	12794106	13326608	13327243	13328172	13328900	12795469	12796145	12797096	12797775	12798722	12799443	13331852	13332593	13333519	13334134	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	O1	6032	112	1612	4178264	4178472	4178764	4179019	4179318	4179523	4369314	4369501	4369805	4370011	4275169	4275438	4275792	4276002	4276259	4276472	4466189	4466455	4466712	4466968	4277258	4277481	4277785	4278043	4278383	4278579	4468363	4468560	4468807	4469048	4564482	4564650	4564979	4565228	4565436	4565693	4755481	4755725	4755934	4756186	4567900	4568049	4568436	4568606	4568924	4569225	4758823	4759073	4759378	4759634	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	O2	5860	112	1612	2032480	2032715	2033046	2033291	2033591	2033879	2125352	2125592	2125905	2126135	2080092	2080330	2080626	2080856	2081196	2081419	2173133	2173349	2173699	2173914	2082143	2082347	2082693	2082904	2083314	2083551	2175212	2175351	2175737	2175994	2222111	2222325	2222682	2222897	2223212	2223453	2315179	2315349	2315653	2315948	2225496	2225736	2226069	2226285	2226618	2226825	2318568	2318781	2319129	2319285	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	O3	7220	112	1612	663925	664004	664734	664841	665560	665653	694548	694724	695446	695539	680383	680507	681247	681319	681955	682211	711030	711268	711854	712105	682671	682899	683557	683674	684316	684559	713441	713552	714247	714378	728572	728807	729406	729637	730279	730452	759344	759453	760169	760272	732317	732498	733140	733308	733907	734160	763004	763135	763785	764031	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	Os	5712	112	1612	2048179	2048444	2048796	2049046	2049370	2049698	2141834	2142105	2142447	2142732	2096315	2096549	2096911	2031843	2163311	2098006	2190157	2190433	2190771	2191038	2098803	2099080	2099432	2099646	2100038	2100303	2192441	2192718	2193056	2193337	2239967	2240253	2240587	2240858	2241190	2241480	2333652	2333898	2334241	2334496	2243630	2243863	2244234	2244480	2244813	2245083	2337263	2337533	2337923	2338134	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128AV20	Ofast	7220	112	1612	663868	664010	664671	664902	665493	665725	694537	694776	695376	695547	680316	680563	681146	681387	682028	682212	711101	711270	711922	712092	682738	682844	683582	683730	684376	684542	713426	713545	714188	714423	728649	728803	729471	729646	730296	730401	759288	759452	760097	760268	732254	732500	733149	733326	733963	734151	762964	763209	763838	763973	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128V20	O3	7220	112	1612	5654117	5654293	5654923	5655120	5655747	5655941	5691874	5692056	5692674	5692867	5677643	5677832	5678490	5678613	5679331	5679492	5715517	5715747	5716388	5716580	5680015	5680111	5680802	5680987	5681611	5681820	5717905	5718081	5718744	5718891	5739919	5740175	5740796	5740965	5741571	5741801	5777949	5778151	5778733	5778904	5743690	5743829	5744434	5744706	5745309	5745443	5781699	5781776	5782494	5782637	
AEAD	LWC_ALGO_AEAD_ISAP_ISAPK128V20	Ofast	7220	112	1612	5654109	5654305	5654988	5655063	5655817	5655920	5691856	5691993	5692663	5692852	5677651	5677821	5678463	5678618	5679324	5679487	5715553	5715771	5716369	5716650	5680007	5680178	5680854	5681018	5681613	5681794	5717978	5718133	5718741	5718925	5739961	5740179	5740798	5740981	5741627	5741740	5777936	5778102	5778713	5778944	5743649	5743854	5744471	5744674	5745386	5745476	5781651	5781784	5782491	5782567	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	O0	6112	176	1612	55852	55896	95357	95556	115272	115529	135341	135652	155193	155628	76572	76740	115855	116180	136061	136439	155907	156278	175755	176251	96754	97256	136258	136849	156239	156821	176082	176730	196004	196927	116802	117437	156307	157097	176289	177069	196197	197259	216204	217174	137143	137982	176423	177353	196406	197615	216410	217502	236327	237360	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	O1	1868	176	1612	12177	12108	21233	21234	25878	25819	30458	30470	35036	35054	16831	16824	25887	25950	30532	30468	35111	35120	39756	39771	21452	21452	30573	30578	35218	35233	39731	39815	44376	44399	26138	26081	35194	35206	39838	39857	44417	44376	48996	49092	30756	30775	39811	39834	44392	44485	49037	49070	53682	53721	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	O2	1888	176	1612	15114	15155	26136	26180	31669	31712	37202	37310	42734	42844	20694	20729	31717	31757	37249	37286	42849	42819	48379	48417	26247	26360	37271	37319	42803	42917	48400	48449	53932	54048	31866	31925	42823	42949	48422	48482	54018	54082	59551	59608	37485	37491	48442	48517	54042	54113	59572	59645	65104	65177	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	O3	3540	176	1612	12990	12776	21640	21427	25900	25567	30107	29864	34447	34091	17440	17266	26090	25917	30349	29991	34623	34286	38897	38584	21660	21459	30376	30111	34570	34250	38843	38480	43184	42776	25941	25801	34658	34387	38916	38524	43191	42757	47399	47052	30288	30077	39004	38728	43197	42801	47470	47099	51812	51395	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	Os	1712	176	1612	15107	15110	26514	26508	32261	32238	38072	38033	43817	43704	21003	20932	32347	32328	38092	38127	43903	43858	49648	49589	26726	26787	38136	38118	43881	43916	49690	49644	55503	55378	32579	32575	43992	43972	49736	49705	55547	55501	61293	61166	38370	38364	49844	49828	55526	55494	61334	61290	67349	67292	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V1	Ofast	3540	176	1612	12990	12843	21640	21428	25834	25634	30173	29862	34447	34159	17440	17266	26154	25917	30349	30057	34623	34287	38963	38585	21660	21525	30376	30109	34569	34316	38843	38480	43118	42776	26008	25801	34657	34386	38850	38526	43190	42822	47464	46986	30288	30077	39005	38662	43199	42802	47469	47099	51745	51328	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	O0	7620	240	1612	137556	137100	176226	175845	176522	176140	216360	216106	216714	216452	138610	138649	177279	177330	177573	177624	217464	217592	217832	217943	139602	140083	178270	178762	178615	179125	218406	219090	218819	219370	178705	178734	217463	217654	217824	217947	257430	257691	257860	258040	179736	180227	218627	219123	218858	219487	258546	259228	258891	259581	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	O1	2876	240	1612	22212	22189	29158	29045	29253	29117	36466	36305	36615	36432	22648	22588	29528	29378	29559	29517	36904	36770	36986	36830	22821	22801	29767	29725	29862	29796	37077	36984	37292	37109	29975	29937	36854	36794	37018	36933	44228	44055	44312	44244	30320	30332	37198	37188	37296	37261	44576	44515	44723	44638	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	O2	2916	240	1612	28468	28284	36852	36752	36901	36873	45683	45604	45784	45712	28814	28712	37199	37112	37312	37169	46029	45965	46132	46073	28964	28959	37416	37427	37463	37416	46243	46212	46345	46321	37690	37616	46139	46016	46122	46074	54967	54803	55070	54978	38011	37977	46461	46376	46510	46432	55292	55164	55392	55271	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	O3	4392	240	1612	26150	25870	33033	32754	32907	32610	40086	39718	40104	39732	26444	26132	33330	33080	33201	32937	40316	40110	40336	40126	26376	26187	33260	33069	33136	32926	40247	40034	40265	40047	33615	33319	40500	40202	40372	40059	47552	47166	47570	47114	33742	33453	40625	40402	40499	40258	47679	47367	47696	47381	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	Os	2668	240	1612	26869	26613	35175	34966	35182	34957	43911	43607	43971	43783	27239	27056	35480	35344	35551	35398	44283	44115	44408	44225	27472	27426	35711	35648	35849	35773	44515	44419	44639	44528	36120	35908	44429	44197	44499	44187	53231	52902	53290	53078	36456	36318	44763	44607	44836	44597	53501	53313	53693	53490	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT128V2	Ofast	4392	240	1612	26149	25805	33034	32753	32907	32610	40019	39785	40039	39797	26380	26198	33330	33081	33203	32938	40382	40045	40401	40058	26376	26120	33260	33069	33134	32926	40246	40101	40265	40113	33616	33253	40566	40203	40438	40060	47552	47167	47571	47179	33741	33452	40693	40402	40564	40192	47678	47369	47698	47380	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	O0	19304	240	1612	167504	165904	221945	220320	278997	277487	335919	334446	336130	334673	171164	170548	225605	225165	282658	282264	339574	339169	339872	339470	227618	225997	282130	280475	339233	337632	396035	394618	396330	394789	283684	281033	338187	335528	395306	392481	451938	449380	452177	449617	286818	285529	341260	340008	398370	397179	455073	453925	455223	454158	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	O1	3596	240	1612	24580	24555	33145	33045	42077	41919	50744	50527	50792	50566	25159	25211	33657	33700	42591	42509	51258	51182	51307	51223	34397	34365	42825	42918	51758	51726	60426	60400	60540	60374	43055	43070	51619	51558	60551	60432	69428	69312	69474	69291	43385	43577	51882	52066	60817	60940	69689	69821	69738	69794	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	O2	3688	240	1612	31485	31447	42240	42250	53394	53380	64347	64248	64420	64294	31915	32065	42670	42869	53890	54002	64778	64865	64850	64913	43443	43435	54198	54235	65352	65365	76514	76505	76587	76484	54417	54357	65238	65160	76528	76499	87555	87428	87625	87476	54656	54900	65476	65846	76837	76913	87725	87841	87805	87891	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	O3	5524	240	1612	28699	28668	38174	38023	47883	47738	57461	57190	57470	57196	29000	29153	38471	38574	48182	48223	57760	57738	57769	57679	39097	39222	48500	48643	58281	58293	67998	68013	68007	68021	48587	48700	57991	58122	67975	67983	77553	77491	77562	77501	48667	49036	58138	58458	68123	68381	77635	77830	77577	77837	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	Os	3272	240	1612	29508	29290	39683	39530	50362	50209	60842	60688	60864	60711	29923	29945	40097	40185	50777	50796	61255	61275	61279	61301	40788	40739	50963	51048	61642	61592	72261	72278	72284	72304	51187	51206	61428	61445	72246	72329	82729	82740	82750	82767	51394	51606	61632	61780	72453	72728	82935	83142	82958	83167	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT192	Ofast	5524	240	1612	28699	28668	38104	38024	47880	47740	57461	57187	57402	57263	28999	29150	38471	38507	48184	48222	57762	57670	57768	57680	39031	39223	48503	48644	58214	58358	68000	68015	68073	68088	48587	48701	58059	58122	67975	68043	77554	77494	77564	77499	48667	49036	58139	58393	68057	68312	77637	77829	77643	77838	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	O0	21584	240	1612	244297	236733	323532	314987	406857	396865	407408	397040	490326	478671	248849	241485	328251	319717	411402	401618	411957	401854	494954	483422	329987	319309	409188	397784	492338	479448	492894	479683	575887	561248	333874	323871	413126	402272	496209	483936	496764	484172	579752	565739	414621	401664	493871	479899	576952	561575	577515	561800	660790	643389	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	O1	3132	240	1612	49435	49084	66824	66468	84294	83855	84278	83839	101744	101160	49787	49571	67175	66955	84582	84278	84632	84390	102033	101647	67427	67134	84542	84249	102015	101569	101996	101683	119399	119008	67638	67512	84822	84757	102227	102013	102275	102061	119745	119384	85041	84846	102159	101957	119564	119280	119610	119329	137218	136857	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	O2	3248	240	1612	61607	61303	83013	82758	104383	104152	104463	104207	125896	125471	61945	61824	83422	83278	104722	104605	104803	104662	126237	125989	83538	83249	104803	104498	126174	125828	126251	125883	147831	147415	83801	83686	105003	104936	126436	126263	126450	126320	148157	147905	105168	104944	126435	126127	148010	147661	148155	147767	169458	169111	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	O3	5552	240	1612	56463	56432	75537	75371	94450	94215	94484	94231	113413	113076	56726	56776	75735	75650	94665	94560	94682	94576	113613	113416	75784	75847	94585	94578	113514	113421	113531	113440	132666	132484	75821	76171	94692	94903	113618	113746	113638	113765	132840	132813	94725	95018	113528	113754	132666	132874	132680	132818	151665	151663	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	Os	2908	240	1612	52470	52152	71084	70759	89906	89514	89895	89617	108732	108354	52750	52691	71298	71299	90067	90051	90175	90025	108943	108846	71537	71408	90009	89809	108784	108563	108823	108601	127589	127354	71745	71750	90154	90149	108927	108973	108966	108943	127737	127761	90327	90326	108799	108662	127570	127484	127612	127519	146654	146544	
AEAD	LWC_ALGO_AEAD_KNOT_KNOT256	Ofast	5552	240	1612	56529	56366	75538	75305	94469	94213	94486	94230	113413	113075	56725	56711	75736	75716	94665	94559	94681	94576	113609	113484	75715	75845	94590	94578	113513	113425	113532	113439	132734	132551	75889	76169	94693	94902	113619	113747	113639	113828	132771	132813	94726	95020	113528	113752	132729	132799	132678	132818	151610	151660	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	O0	6536	112	1612	2069176	2069181	2759824	2759847	3450130	3450277	4140794	4140835	4831154	4831178	3449533	3449902	4140142	4140639	4830554	4830990	5521135	5521547	6211466	6211898	4829264	4830319	5519933	5521010	6210241	6211409	6900807	6901923	7591144	7592275	6208911	6210730	6899586	6901337	7589995	7591717	8280542	8282255	8970823	8972687	7588598	7591101	8279292	8281754	8969654	8972102	9660234	9662725	10350633	10353045	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	O1	3376	112	1612	587017	587087	783076	783096	978976	978969	1174904	1174879	1370800	1370750	978830	978936	1174756	1174928	1370652	1370829	1566587	1566737	1762512	1762598	1370267	1370674	1566248	1566737	1762124	1762644	1958048	1958557	2154007	2154423	1761688	1762530	1957668	1958533	2153576	2154529	2349554	2350362	2545414	2546301	2153107	2154427	2349165	2350418	2545042	2546320	2740972	2742274	2936873	2938158	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	O2	3576	112	1612	568563	568623	758411	758421	948158	948173	1137926	1137948	1327656	1327685	948017	948113	1137810	1137938	1327579	1327680	1517331	1517348	1707020	1707168	1327151	1327472	1516995	1517255	1706701	1707083	1896232	1896614	2085978	2086364	1706220	1706819	1895932	1896499	2085630	2086227	2275401	2275928	2465126	2465679	2085239	2085927	2275039	2275793	2464786	2465524	2654506	2655287	2844224	2845057	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	O3	4476	112	1612	459772	459829	613162	613263	766472	766493	919924	919929	1073227	1073296	766355	766402	919884	919949	1073192	1073328	1226442	1226575	1379922	1379990	1072892	1073065	1226220	1226457	1379726	1379925	1533062	1533226	1686301	1686507	1379399	1379674	1532800	1533076	1686076	1686321	1839568	1839803	1992793	1993122	1685727	1686100	1839337	1839676	1992643	1992899	2145872	2146317	2299355	2299742	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	Os	3096	112	1612	585795	585871	781435	781378	976967	976976	1172481	1172486	1368077	1367989	976734	976854	1172371	1172504	1367811	1368021	1563411	1563514	1758893	1759071	1367402	1367548	1563011	1563094	1758416	1758704	1954099	1954225	2149540	2149738	1758016	1758292	1953612	1953841	2149182	2149444	2344705	2344940	2540213	2540400	2148637	2148913	2344240	2344522	2539781	2540078	2735317	2735618	2930822	2931160	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOCUSAEADV1	Ofast	4476	112	1612	459840	459845	613235	613176	766487	766500	919914	919964	1073213	1073227	766356	766407	919901	920020	1073208	1073285	1226491	1226547	1380019	1380058	1072905	1073063	1226293	1226458	1379738	1379899	1532980	1533211	1686327	1686479	1379419	1379677	1532748	1533085	1686119	1686364	1839564	1839818	1992798	1993123	1685720	1686147	1839319	1839648	1992571	1993019	2145858	2146237	2299383	2299664	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	O0	9252	112	1612	2069161	2069190	2759826	2759861	3450149	3450252	4140795	4140841	4831123	4831178	3449791	3449769	4140361	4140510	4830829	4830818	5521354	5521416	6211715	6211832	4828695	4829175	5519348	5519826	6209690	6210164	6900221	6900726	7590658	7591145	6208442	6208482	6899065	6899112	7589424	7589495	8280074	8280052	8970431	8970390	7587294	7587786	8278018	8278517	8968384	8968867	9658966	9659415	10349244	10349764	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	O1	4012	112	1612	587014	587084	783073	783099	978969	978969	1174926	1174861	1370823	1370778	978897	978907	1174802	1174886	1370695	1370790	1566661	1566679	1762572	1762579	1369976	1370026	1565968	1566100	1761849	1761989	1957827	1957893	2153717	2153777	1761514	1761510	1957517	1957511	2153485	2153389	2349356	2349359	2545261	2545241	2152662	2152737	2348642	2348771	2544529	2544687	2740446	2740568	2936327	2936472	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	O2	4168	112	1612	568568	568630	758420	758420	948177	948197	1137916	1137933	1327654	1327705	948120	948129	1137902	1137905	1327649	1327674	1517399	1517348	1707086	1707173	1326945	1327102	1516799	1516926	1706484	1706710	1896033	1896248	2085760	2085924	1706039	1706112	1895669	1895743	2085438	2085436	2275251	2275283	2464948	2464967	2084705	2084865	2274575	2274713	2464320	2464489	2654064	2654219	2843855	2843983	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	O3	5000	112	1612	459772	459829	613162	613263	766472	766493	919924	919929	1073227	1073296	766433	766445	919970	919994	1073284	1073353	1226504	1226607	1380011	1380058	1072790	1072853	1226098	1226279	1379631	1379716	1532918	1533019	1686155	1686331	1379309	1379318	1532684	1532720	1685951	1685951	1839423	1839468	1992739	1992667	1685413	1685537	1839034	1839150	1992308	1992473	2145560	2145690	2299075	2299202	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	Os	3568	112	1612	585795	585871	781435	781378	976967	976976	1172481	1172486	1368077	1367989	976801	976798	1172444	1172357	1367898	1367962	1563472	1563456	1758985	1758997	1367173	1367278	1562760	1562829	1758212	1758412	1953773	1953953	2149296	2149470	1757775	1757808	1953370	1953396	2148884	2148867	2344418	2344472	2539901	2539963	2148084	2148309	2343705	2343911	2539199	2539412	2734792	2734925	2930269	2930451	
AEAD	LWC_ALGO_AEAD_LOTUS_LOCUS_TWEGIFT64LOTUSAEADV1	Ofast	5000	112	1612	459840	459845	613235	613176	766487	766500	919914	919964	1073213	1073227	766427	766450	919970	920025	1073297	1073309	1226576	1226611	1380088	1380103	1072768	1072859	1226177	1226270	1379633	1379729	1532849	1533004	1686238	1686328	1379291	1379322	1532694	1532711	1685928	1686010	1839448	1839451	1992669	1992748	1685438	1685536	1838984	1839125	1992333	1992359	2145646	2145668	2299029	2299192	
AEAD	LWC_ALGO_AEAD_MIXFEED	O0	4248	380	1612	70816	71050	283679	283551	284392	284148	356235	356069	356885	356714	283663	283554	426052	425835	426748	426516	498576	498405	499242	499085	284361	284202	426715	426530	427400	427157	499220	499044	499899	499723	356233	356062	498559	498403	499314	499148	571138	570975	571813	571585	356883	356701	499283	499114	499901	499723	571780	571611	572468	572289	
AEAD	LWC_ALGO_AEAD_MIXFEED	O1	2416	380	1612	23770	23938	94802	94613	95128	94942	119257	119072	119522	119403	94810	94621	142445	142257	142713	142592	166902	166648	167228	167027	95139	94946	142772	142582	143105	142914	167162	166976	167560	167313	119271	119004	166906	166712	167227	167047	191292	191106	191630	191429	119533	119342	167169	166968	167490	167300	191558	191436	191947	191754	
AEAD	LWC_ALGO_AEAD_MIXFEED	O2	2408	380	1612	23830	23995	94995	94802	95337	95146	119478	119288	119824	119631	95007	94803	142720	142454	143070	142847	167141	166943	167538	167283	95347	95152	143070	142876	143409	143213	167483	167356	167828	167703	119431	119296	167142	166944	167487	167293	191630	191425	191974	191770	119840	119574	167544	167298	167906	167644	191978	191780	192323	192121	
AEAD	LWC_ALGO_AEAD_MIXFEED	O3	4152	380	1612	20064	20294	79497	79042	79524	79070	99472	99018	99504	99044	79508	79045	119122	118593	119152	118624	139301	138779	139331	138871	79543	79075	119089	118626	119119	118658	139335	138877	139381	138899	99491	99022	139247	138861	139340	138804	159292	158826	159306	158854	99519	99054	139282	138880	139375	138838	159310	158860	159359	158884	
AEAD	LWC_ALGO_AEAD_MIXFEED	Os	2188	380	1612	24855	25077	99325	99126	99606	99418	124852	124658	125135	124874	99327	99125	149194	148986	149470	149265	174699	174509	174996	174789	99609	99407	149537	149264	149758	149616	174994	174790	175275	175079	124854	124639	174715	174497	174999	174782	200385	200222	200662	200511	125138	124921	174999	174780	175269	175067	200725	200450	201013	200732	
AEAD	LWC_ALGO_AEAD_MIXFEED	Ofast	4152	380	1612	19998	20226	79505	79043	79523	79071	99474	99016	99556	99111	79501	79045	119059	118594	119092	118619	139310	138845	139266	138872	79536	79075	119157	118696	119123	118723	139272	138875	139365	138840	99488	99022	139312	138848	139335	138874	159284	158819	159319	158854	99591	99120	139348	138868	139376	138840	159320	158859	159360	158881	
AEAD	LWC_ALGO_AEAD_ORANGE_ORANGEZESTV1	O0	6652	128	1612	1896482	1896473	3799680	3799711	3803666	3803666	3807330	3807302	3735586	3866610	3809431	3809461	5716858	5716911	5716088	5716073	5717963	5717998	5718282	5718249	3816822	3816790	5717794	5717738	5717481	5717561	5718107	5718100	5715734	5715762	3813330	3813450	5720947	5721049	5720771	5720811	5716657	5716689	5720687	5720773	3809733	3809735	5716749	5716758	5716718	5716730	5716516	5716553	5718579	5718666	
AEAD	LWC_ALGO_AEAD_ORANGE_ORANGEZESTV1	O1	3892	128	1612	695988	696041	1394782	1394870	1395959	1395996	1397215	1397206	1394537	1394553	1398982	1398951	2099499	2099464	2099130	2099146	2099683	2099650	2099307	2099216	1401389	1401453	2099783	2099675	2099721	2099541	2099782	2099665	2098446	2098328	1400279	1400203	2100909	2100749	2100793	2100638	2099272	2099128	2100162	2099968	1398582	1398402	2098941	2098761	2098873	2098692	2098756	2098568	2098843	2098641	
