type	algorithm	optimization	text	data	bss	enc(0,0)	dec(0,0)	enc(0,8)	dec(0,8)	enc(0,16)	dec(0,16)	enc(0,24)	dec(0,24)	enc(0,32)	dec(0,32)	enc(8,0)	dec(8,0)	enc(8,8)	dec(8,8)	enc(8,16)	dec(8,16)	enc(8,24)	dec(8,24)	enc(8,32)	dec(8,32)	enc(16,0)	dec(16,0)	enc(16,8)	dec(16,8)	enc(16,16)	dec(16,16)	enc(16,24)	dec(16,24)	enc(16,32)	dec(16,32)	enc(24,0)	dec(24,0)	enc(24,8)	dec(24,8)	enc(24,16)	dec(24,16)	enc(24,24)	dec(24,24)	enc(24,32)	dec(24,32)	enc(32,0)	dec(32,0)	enc(32,8)	dec(32,8)	enc(32,16)	dec(32,16)	enc(32,24)	dec(32,24)	enc(32,32)	dec(32,32)
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN1V12	Ofast	8564	184	1544	99939	100001	100199	100258	100208	100270	150136	150199	150091	150154	100429	100682	100746	100995	100752	101005	150690	150937	150637	150890	100457	100708	100714	100968	100723	100977	150654	150853	150660	150913	150802	151244	151160	151606	151123	151616	201002	201440	201003	201452	150825	151216	151139	151578	151094	151534	201026	201415	201035	201423	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	O0	7216	184	1544	1360950	1361358	1362141	1362529	1362121	1362516	2042138	2042499	2043457	2043785	1363346	1363850	1364479	1365103	1364470	1365033	2044484	2044964	2045795	2046338	1363379	1364022	1364584	1365208	1364568	1365251	2044577	2045200	2045897	2046503	2045658	2046432	2046839	2047618	2046828	2047610	2726615	2727415	2727868	2728739	2045725	2046608	2046932	2047814	2046898	2047791	2726660	2727524	2728025	2728916	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	O1	3976	184	1544	262827	262969	263242	263369	263296	263424	394497	394621	394993	395117	263617	263790	264024	264245	264024	264196	395268	395391	395717	395945	263572	263790	264075	264248	264078	264301	395268	395495	395779	395938	395517	395735	395929	396241	395971	396240	527175	527438	527671	527942	395497	395835	395927	396282	395976	396302	527177	527494	527668	527989	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	O2	3516	184	1544	259706	259842	260191	260328	260131	260274	389868	390016	390390	390545	260456	260625	260888	261059	260882	261057	390626	390784	391150	391269	260443	260659	260934	261148	260881	261088	390657	390853	391091	391302	390941	391176	391322	391606	391319	391563	521083	521298	521586	521830	390931	391208	391322	391589	391362	391595	521094	521371	521573	521843	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	O3	8540	184	1544	99877	99944	100241	100303	100201	100260	150052	150112	150459	150473	100424	100679	100784	101038	100745	100996	150601	150902	150954	151203	100452	100707	100710	100967	100720	100974	150624	150882	150927	151186	150774	151217	151132	151566	151101	151538	200948	201387	201336	201743	150801	151252	151059	151559	151072	151510	200973	201368	201305	201771	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	Os	3152	184	1544	304322	304454	304892	305027	304866	305001	456807	456949	457487	457562	305188	305324	305746	305885	305718	305858	457734	457865	458344	458483	305164	305314	305722	305893	305692	305862	457708	457853	458313	458475	457951	458134	458529	458685	458485	458668	610614	610812	611251	611405	457917	458072	458494	458631	458460	458613	610607	610853	611210	611465	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN2V12	Ofast	8540	184	1544	99931	99995	100188	100257	100199	100258	150103	150167	150408	150467	100476	100685	100730	100989	100744	100993	150651	150904	150946	151203	100403	100713	100709	100962	100720	101025	150571	150831	150980	151234	150771	151218	151132	151528	151152	151588	200942	201439	201299	201791	150746	151193	151111	151549	151070	151559	200920	201363	201325	201720	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	O0	7236	184	1544	862620	863029	863785	864202	863778	864174	1294209	1294651	1295521	1295935	864939	865532	866179	866709	866172	866694	1296552	1297149	1297854	1298442	865055	865698	866222	866886	866269	866875	1296669	1297322	1297959	1298619	1297756	1298544	1298987	1299730	1298962	1299778	1729572	1730463	1730851	1731726	1297834	1298733	1299009	1299917	1299004	1299897	1729656	1730552	1730946	1731849	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	O1	3888	184	1544	171523	171589	171969	172050	171925	172103	257523	257643	258004	258181	172243	172466	172752	172919	172755	172917	258294	258515	258781	258945	172295	172522	172754	172922	172748	172974	258297	258522	258780	259000	258552	258824	259015	259279	259014	259269	344792	345070	345288	345541	258556	258877	259010	259335	259014	259338	344807	345070	345282	345608	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	O2	3420	184	1544	174480	174622	174915	175059	174910	175049	261944	262080	262649	262782	175230	175349	175664	175835	175661	175828	262871	263094	263345	263518	175216	175432	175650	175863	175651	175855	262896	263131	263331	263589	263132	263380	263634	263850	263566	263858	350640	350876	351100	351341	263129	263409	263563	263838	263607	263889	350621	350911	351102	351367	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	O3	8448	184	1544	67386	67441	67745	67758	67698	67815	101130	101195	101466	101585	67925	68178	68232	68486	68245	68501	101726	101977	102007	102263	67948	68200	68204	68459	68216	68468	101695	101951	101980	102235	101900	102341	102149	102591	102202	102652	135784	136279	136120	136567	101817	102257	102126	102621	102133	102578	135813	136255	136096	136594	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	Os	3068	184	1544	196498	131080	262833	197430	197220	197353	295352	295471	295894	296072	197538	197681	198107	198294	198077	198214	296202	296339	296742	296937	197504	197671	198125	198297	198040	198210	296172	296327	296714	296941	296378	296602	296940	297124	296962	297090	395208	395348	395831	396002	296344	296551	296911	297119	296926	297079	395200	395346	395793	396002	
AEAD	LWC_ALGO_AEAD_ROMULUS_ROMULUSN3V12	Ofast	8448	184	1544	67433	67442	67689	67808	67702	67763	101132	101196	101506	101587	67923	68178	68232	68485	68281	68547	101671	101926	102064	102315	67896	68148	68204	68461	68268	68522	101645	101901	101982	102294	101841	102278	102149	102642	102169	102610	135832	136284	136121	136618	101816	102263	102173	102618	102132	102577	135806	136201	136146	136589	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	O0	5540	112	1544	10414	10609	10778	10920	13232	13322	13544	13687	15998	16140	10822	11120	11186	11433	13641	13834	13900	14198	16407	16652	13468	13818	13779	14129	16233	16583	16546	16895	19000	19402	16060	16513	16372	16826	18878	19280	19139	19644	21592	22047	18653	19211	19018	19524	21419	21977	21732	22342	24185	24743	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	O1	3700	112	1544	4092	4134	4170	4212	5271	5312	5291	5333	6343	6439	4180	4216	4258	4294	5360	5395	5379	5415	6483	6519	5273	5300	5403	5431	6400	6427	6524	6552	7524	7551	6342	6361	6473	6491	7469	7488	7593	7560	8646	8665	7411	7474	7489	7500	8590	8549	8663	8621	9715	9725	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	O2	4056	112	1544	4546	4596	4657	4707	5904	5954	5956	6006	7210	7208	4667	4715	4830	4877	5973	6021	6130	6177	7279	7327	5952	5992	6063	6156	7258	7298	7416	7454	8616	8656	7200	7232	7311	7343	8559	8590	8663	8694	9864	9896	8502	8523	8559	8635	9754	9830	9858	9934	11060	11137	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	O3	5892	112	1544	4238	4312	4283	4357	5548	5622	5545	5619	6804	6878	4280	4350	4325	4395	5590	5608	5587	5657	6846	6864	5510	5592	5555	5637	6768	6902	6817	6899	8076	8158	6771	6850	6764	6842	8030	8055	8078	8155	9288	9364	7928	8055	7973	8047	9242	9260	9288	9309	10495	10516	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	Os	3532	112	1544	3957	4102	4045	4190	5135	5281	5171	5316	6209	6406	4058	4205	4146	4293	5238	5384	5272	5419	6310	6509	5104	5249	5192	5337	6230	6375	6318	6514	7356	7501	6201	6345	6238	6380	7276	7418	7416	7558	8402	8598	7196	7335	7284	7423	8374	8513	8462	8601	9501	9639	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T128V1	Ofast	5892	112	1544	4238	4312	4283	4357	5496	5570	5545	5619	6804	6826	4280	4350	4377	4447	5538	5608	5639	5710	6794	6864	5562	5644	5555	5637	6821	6903	6817	6899	8024	8106	6771	6850	6764	6895	7977	8055	8078	8104	9286	9362	7981	8054	7973	8099	9186	9313	9235	9362	10442	10569	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	O0	5540	112	1544	10198	10329	10510	10640	13016	13096	13328	13406	15782	15860	10658	10788	10918	11153	13424	13606	13737	13919	16190	16372	13251	13536	13563	13850	16017	16303	16329	16616	18783	19069	15844	16234	16157	16546	18611	19001	18922	19312	21376	21766	18437	18984	18750	19295	21203	21697	21568	22062	23969	24463	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	O1	3696	112	1544	4034	4067	4112	4145	5161	5194	5233	5266	6285	6318	4115	4202	4193	4228	5242	5277	5314	5349	6366	6454	5206	5234	5284	5312	6384	6361	6405	6486	7457	7485	6327	6347	6352	6373	7401	7422	7527	7547	8525	8599	7342	7356	7476	7434	8521	8535	8593	8608	9645	9661	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	O2	4044	112	1544	4483	4508	4594	4619	5841	5866	5893	5918	7148	7172	4605	4627	4768	4792	5911	5933	6067	6089	7217	7239	5940	5957	5998	6015	7246	7210	7350	7366	8499	8569	7134	7144	7298	7305	8492	8502	8544	8607	9746	9808	8381	8384	8492	8495	9739	9690	9844	9794	11045	10996	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	O3	5808	112	1544	4235	4272	4280	4317	5546	5584	5542	5579	6804	6840	4277	4310	4322	4355	5588	5620	5584	5617	6843	6876	5507	5552	5604	5650	6765	6810	6814	6859	8072	8118	6716	6757	6761	6802	8026	8068	8023	8116	9230	9323	7925	7962	7970	8007	9235	9220	9284	9269	10492	10476	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	Os	3536	112	1544	3901	4006	3989	4094	5027	5132	5115	5220	6153	6258	4002	4151	4090	4189	5128	5227	5216	5315	6254	6353	5048	5151	5136	5239	6226	6330	6262	6365	7353	7403	6146	6253	6182	6288	7273	7377	7308	7467	8346	8452	7140	7249	7281	7390	8266	8426	8354	8515	9392	9501	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A120T64V1	Ofast	5808	112	1544	4235	4272	4280	4317	5545	5582	5542	5579	6802	6786	4277	4310	4375	4407	5535	5568	5584	5669	6791	6824	5560	5607	5552	5597	6817	6861	6814	6859	8073	8066	6769	6809	6761	6802	8028	8015	8073	8114	9282	9324	7925	8014	7970	8007	9183	9220	9285	9269	10492	10476	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	O0	5540	112	1544	10414	10608	10711	10906	13239	13380	15714	15855	18188	18330	10875	11068	11171	11365	13646	13894	16121	16368	18596	18842	13468	13817	13763	14115	16239	16589	18714	19064	21190	21539	16060	16515	16356	16811	18832	19287	21307	21762	23782	24236	18654	19212	19004	19561	21425	21984	23953	24509	26427	26984	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	O1	3780	112	1544	4097	4139	4181	4223	5268	5310	6329	6371	7442	7484	4185	4221	4269	4305	5409	5445	6417	6453	7529	7514	5331	5357	5362	5389	6449	6528	7510	7537	8624	8598	6401	6419	6431	6450	7570	7537	8631	8651	9692	9709	7416	7480	7500	7511	8637	8598	9699	9659	10761	10720	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	O2	4164	112	1544	4536	4586	4645	4695	5962	6013	7140	7190	8423	8421	4710	4757	4766	4814	6030	6078	7261	7309	8545	8590	5942	5982	6051	6091	7368	7407	8546	8639	9777	9869	7190	7222	7351	7331	8615	8650	9846	9879	11077	11110	8490	8514	8547	8623	9811	9887	11095	11118	12328	12350	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	O3	5824	112	1544	4243	4317	4280	4354	5566	5640	6718	6792	7976	8049	4285	4355	4375	4444	5555	5625	6813	6883	7965	8035	5515	5597	5552	5634	6785	6867	8041	8124	9195	9330	6724	6802	6816	6839	8046	8124	9199	9330	10456	10534	7933	8060	7970	8044	9203	9277	10460	10482	11613	11740	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	Os	3532	112	1544	3957	4102	4037	4182	5082	5227	6127	6272	7224	7369	4058	4205	4138	4285	5235	5383	6228	6375	7326	7420	5104	5249	5237	5329	6229	6374	7327	7419	8372	8517	6150	6344	6230	6372	7327	7471	8320	8513	9365	9559	7196	7335	7329	7415	8374	8511	9418	9557	10464	10603	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T128V1	Ofast	5824	112	1544	4243	4317	4280	4354	5565	5639	6718	6792	7923	7997	4336	4407	4322	4392	5555	5625	6813	6830	8017	8088	5515	5597	5604	5686	6785	6867	8042	8072	9247	9329	6776	6854	6761	6839	8046	8072	9251	9329	10456	10535	7985	8059	7970	8097	9203	9329	10408	10533	11665	11739	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	O0	5540	112	1544	10198	10327	10495	10626	13023	13100	15497	15575	17971	18051	10658	10841	10955	11137	13430	13612	15905	16087	18433	18561	13251	13537	13548	13834	16023	16309	18498	18784	21025	21312	15844	16234	16195	16530	18616	19006	21144	21534	23566	24008	18437	18985	18735	19229	21210	21703	23737	24178	26211	26707	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	O1	3776	112	1544	4091	4123	4123	4156	5210	5243	6323	6304	7332	7417	4120	4155	4204	4239	5343	5379	6352	6387	7467	7500	5211	5239	5347	5323	6382	6410	7443	7471	8557	8584	6279	6353	6363	6384	7501	7523	8511	8584	9572	9646	7347	7361	7431	7445	8571	8584	9630	9646	10692	10707	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	O2	4152	112	1544	4527	4551	4582	4607	5898	5923	7077	7102	8360	8333	4595	4617	4756	4779	5968	5990	7250	7221	8485	8505	5877	5894	6038	6055	7250	7319	8481	8498	9765	9729	7175	7134	7285	7296	8497	8559	9728	9790	10959	11021	8371	8427	8480	8483	9744	9799	10975	11030	12258	12262	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	O3	5740	112	1544	4292	4330	4277	4314	5510	5547	6715	6752	7972	8009	4282	4315	4373	4352	5552	5585	6757	6843	7962	7995	5564	5609	5549	5594	6835	6827	8039	8083	9192	9292	6721	6762	6812	6799	7991	8083	9196	9289	10401	10495	7930	8021	7967	8004	9252	9237	10457	10442	11661	11699	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	Os	3536	112	1544	3952	4058	3981	4086	5026	5131	6124	6176	7116	7273	4002	4101	4082	4181	5179	5277	6172	6271	7272	7369	5048	5151	5181	5282	6173	6276	7271	7373	8263	8419	6094	6200	6228	6335	7219	7377	8264	8370	9361	9415	7193	7249	7271	7381	8265	8429	9310	9472	10355	10516	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES128A64T64V1	Ofast	5740	112	1544	4240	4277	4277	4314	5562	5599	6715	6752	7973	7957	4282	4315	4319	4404	5552	5585	6812	6842	7962	8048	5512	5557	5602	5646	6782	6827	8039	8084	9244	9290	6721	6813	6758	6799	8043	8083	9249	9289	10453	10495	7982	8019	7967	8056	9200	9289	10405	10493	11610	11699	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	O0	6408	112	1544	11562	11655	11871	11967	14687	14782	14999	15042	17814	17911	11916	12160	12280	12472	15096	15286	15407	15598	18223	18468	14870	15211	15234	15523	18048	18337	18361	18650	21176	21465	17929	18263	18189	18628	21003	21390	21315	21702	24182	24517	20882	21369	21142	21627	24011	24495	24270	24806	27136	27621	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	O1	4284	112	1544	4627	4669	4705	4747	5978	6019	5997	6039	7272	7262	4715	4751	4848	4882	6013	6049	6137	6173	7308	7396	5979	6006	6110	6136	7277	7304	7401	7376	8624	8651	7219	7290	7297	7316	8569	8536	8642	8659	9864	9883	8512	8522	8537	8600	9757	9820	9829	9893	11052	11115	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	O2	4600	112	1544	5169	5219	5280	5330	6730	6725	6832	6882	8181	8231	5290	5338	5401	5449	6849	6844	6900	7001	8302	8350	6775	6815	6939	6978	8281	8373	8385	8425	9840	9827	8275	8255	8386	8366	9782	9813	9886	9918	11286	11267	9723	9695	9833	9806	11229	11201	11281	11356	12733	12759	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	O3	7064	112	1544	4805	4879	4850	4924	6315	6337	6312	6386	7719	7793	4899	4970	4892	4962	6305	6426	6354	6424	7813	7884	6277	6359	6322	6404	7788	7870	7784	7918	9191	9273	7686	7764	7784	7861	9197	9274	9246	9323	10651	10731	9147	9222	9191	9267	10608	10680	10656	10728	12061	12083	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	Os	4112	112	1544	4464	4609	4552	4697	5802	5948	5838	5983	7089	7181	4565	4712	4705	4852	5851	5998	5994	6138	7137	7284	5771	5916	5859	6004	7057	7202	7197	7342	8343	8540	6977	7119	7117	7207	8315	8456	8351	8545	9549	9742	8183	8322	8271	8410	9522	9608	9610	9696	10808	10894	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A120T128V1	Ofast	7064	112	1544	4805	4879	4902	4976	6263	6337	6365	6439	7719	7793	4847	4917	4892	4962	6357	6428	6354	6424	7814	7831	6329	6412	6322	6404	7788	7817	7836	7920	9191	9326	7686	7816	7731	7809	9197	9222	9246	9271	10653	10678	9147	9169	9193	9214	10605	10627	10653	10676	12061	12134	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	O0	6408	112	1544	11508	11655	11857	11953	14694	14789	17530	17624	20366	20460	11968	12107	12267	12456	15101	15291	17938	18128	20825	21016	14922	15211	15220	15508	18055	18345	20892	21180	23727	24017	17876	18264	18173	18560	21063	21448	23845	24284	26681	27123	20830	21315	21128	21665	23963	24448	26853	27336	29635	30171	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	O1	4364	112	1544	4632	4674	4716	4758	6027	6068	7206	7248	8438	8480	4771	4808	4804	4840	6062	6150	7294	7330	8578	8562	6037	6063	6068	6095	7380	7406	8558	8638	9790	9870	7224	7243	7361	7327	8617	8638	9850	9869	11082	11101	8515	8528	8601	8611	9858	9869	11091	11102	12323	12281	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	O2	4708	112	1544	5159	5209	5268	5318	6784	6782	8215	8266	9594	9695	5280	5328	5442	5489	6853	6901	8337	8332	9767	9817	6818	6856	6874	6914	8390	8378	9822	9809	11253	11240	8265	8245	8374	8406	9839	9872	11269	11249	12700	12732	9661	9739	9770	9846	11234	11310	12718	12742	14149	14172	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	O3	6996	112	1544	4810	4884	4847	4921	6332	6407	7685	7811	9090	9164	4852	4922	4889	4959	6374	6445	7727	7849	9132	9202	6282	6364	6372	6453	7752	7834	9210	9239	10614	10644	7691	7769	7781	7858	9213	9291	10618	10696	12024	12049	9152	9174	9192	9211	10622	10644	12028	12101	13380	13506	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	Os	4112	112	1544	4464	4609	4544	4689	5801	5946	6954	7099	8211	8304	4617	4762	4645	4792	5850	5997	7108	7202	8312	8459	5771	5916	5903	5996	7056	7253	8261	8406	9519	9611	7029	7119	7112	7252	8262	8455	9467	9662	10672	10866	8183	8374	8263	8402	9521	9607	10725	10812	11878	12071	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T128V1	Ofast	6996	112	1544	4810	4884	4899	4974	6280	6354	7737	7811	9090	9216	4852	4922	4889	5012	6322	6392	7782	7849	9132	9255	6282	6364	6372	6455	7752	7885	9157	9292	10562	10696	7691	7769	7728	7806	9214	9239	10618	10644	12023	12049	9100	9174	9192	9211	10623	10644	11975	12101	13431	13506	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	O0	6408	112	1544	11292	11399	11642	11696	14477	14532	17313	17368	20149	20257	11752	11904	12049	12148	14886	15036	17722	17872	20557	20709	14708	14955	15003	15252	17840	18140	20675	20924	23512	23813	17660	18008	17959	18304	20793	21140	23682	24029	26517	26865	20614	21060	20963	21409	23747	24245	26583	27080	29471	29916	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	O1	4360	112	1544	4626	4660	4658	4691	5967	6002	7148	7181	8435	8413	4655	4690	4739	4774	5997	6032	7282	7264	8516	8548	5917	5945	6001	6029	7311	7339	8491	8571	9723	9804	7156	7177	7293	7313	8551	8569	9730	9803	11013	11037	8448	8462	8479	8546	9737	9803	10969	11036	12254	12267	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	O2	4696	112	1544	5144	5174	5205	5230	6722	6746	8100	8177	9531	9608	5218	5240	5327	5349	6791	6813	8275	8296	9705	9728	6700	6769	6809	6826	8326	8342	9756	9772	11188	11204	8200	8209	8309	8319	9720	9782	11203	11213	12635	12645	9646	9597	9756	9706	11220	11170	12598	12653	14082	14084	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	O3	6912	112	1544	4860	4896	4844	4881	6328	6366	7682	7719	9087	9124	4902	4934	4886	4919	6372	6405	7724	7757	9129	9162	6332	6324	6316	6413	7749	7794	9205	9199	10611	10604	7741	7729	7776	7819	9158	9250	10563	10657	12021	12061	9149	9186	9186	9222	10619	10657	12025	12009	13429	13466	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	Os	4116	112	1544	4459	4566	4488	4593	5746	5851	6898	7003	8155	8208	4509	4608	4642	4740	5794	5893	7052	7151	8204	8355	5715	5818	5849	5951	7000	7103	8260	8308	9462	9513	6973	7080	7001	7107	8206	8312	9463	9517	10668	10722	8182	8236	8260	8368	9465	9572	10672	10781	11873	11931	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES192A64T64V1	Ofast	6912	112	1544	4807	4844	4844	4881	6329	6314	7735	7771	9087	9176	4849	4882	4886	4919	6371	6352	7778	7810	9129	9214	6279	6324	6369	6413	7749	7847	9154	9199	10559	10657	7688	7729	7778	7766	9210	9252	10617	10657	12020	12009	9150	9134	9189	9171	10620	10604	12024	12061	13430	13467	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	O0	7372	112	1544	13220	13312	13533	13624	16710	16854	17021	17113	20250	20343	13677	13891	13989	14201	17166	17378	17478	17743	20655	20868	17097	17382	17408	17693	20585	20870	20950	21235	24074	24359	20567	20926	20827	21185	24057	24414	24368	24727	27546	27903	23986	24417	24246	24729	27475	27907	27787	28218	30965	31395	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	O1	4816	112	1544	5293	5335	5371	5413	6765	6807	6888	6931	8234	8328	5381	5417	5459	5495	6905	6889	6977	7012	8322	8409	6819	6846	6949	6975	8291	8369	8363	8390	9760	9787	8233	8252	8363	8330	9758	9776	9826	9848	11227	11193	9699	9658	9777	9736	11171	11130	11191	11255	12641	12652	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	O2	5268	112	1544	6070	6120	6234	6285	7825	7875	7982	7979	9633	9630	6243	6291	6302	6350	7999	7994	8102	8151	9753	9802	7925	8018	8036	8076	9735	9720	9837	9824	11435	11527	9622	9706	9733	9817	11377	11461	11534	11566	13185	13164	11319	11395	11430	11507	13126	13098	13230	13254	14882	14906	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	O3	7160	112	1544	5827	5901	5924	5999	7534	7608	7636	7657	9292	9365	5869	5939	5914	5984	7629	7699	7625	7695	9281	9351	7600	7630	7645	7726	9308	9389	9304	9440	11012	11093	9259	9336	9304	9382	10966	11043	11015	11092	12670	12696	10864	10990	10909	11036	12623	12697	12672	12694	14276	14403	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	Os	4636	112	1544	5089	5234	5177	5322	6545	6690	6685	6831	8001	8146	5190	5337	5278	5425	6698	6793	6734	6933	8102	8249	6619	6711	6654	6852	8022	8167	8161	8255	9530	9623	7994	8136	8081	8226	9398	9592	9486	9680	10854	11051	9370	9508	9458	9597	10828	10966	10916	11053	12281	12369	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A120T128V1	Ofast	7160	112	1544	5827	5901	5925	5946	7534	7660	7583	7657	9291	9313	5921	5991	5914	5984	7629	7646	7678	7746	9281	9403	7548	7630	7593	7675	9307	9337	9356	9438	11012	11042	9259	9284	9303	9329	10965	10991	11013	11040	12670	12748	10916	10991	10960	11035	12624	12645	12673	12746	14328	14403	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	O0	7372	112	1544	13220	13312	13517	13609	16716	16807	19965	20059	23111	23202	13678	13890	13974	14186	17225	17384	20423	20635	23568	23781	17096	17381	17393	17678	20643	20928	23789	24073	27040	27324	20515	20874	20812	21171	24062	24369	27261	27567	30458	30815	23934	24418	24232	24714	27429	27913	30679	31112	33930	34309	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	O1	4896	112	1544	5298	5340	5382	5424	6866	6856	8273	8316	9626	9720	5386	5422	5523	5559	6902	6938	8361	8344	9766	9750	6876	6903	6908	6935	8340	8367	9798	9773	11205	11179	8238	8257	8374	8341	9806	9825	11212	11179	12619	12638	9652	9714	9736	9801	11168	11231	12629	12638	14032	14045	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	O2	5376	112	1544	6060	6110	6169	6271	7882	7932	9614	9612	11294	11292	6181	6229	6290	6391	8003	8051	9735	9731	11416	11464	7915	7955	8076	8064	9790	9830	11469	11457	13149	13189	9612	9696	9721	9807	11488	11518	13166	13146	14847	14881	11361	11333	11471	11442	13131	13207	14863	14887	16543	16568	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	O3	7092	112	1544	5832	5906	5869	5996	7551	7625	9257	9279	10911	10933	5929	5996	5911	5981	7645	7663	9298	9370	10954	11023	7606	7687	7590	7725	9272	9407	10926	11060	12632	12714	9264	9341	9301	9376	10983	11060	12636	12662	14238	14370	10921	10995	10958	10980	12641	12713	14295	14368	15948	16021	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	Os	4636	112	1544	5089	5234	5169	5314	6599	6689	7971	8118	9294	9491	5190	5337	5321	5471	6645	6792	8073	8219	9447	9594	6566	6763	6646	6791	8074	8218	9448	9592	10823	10969	7995	8135	8022	8217	9397	9593	10772	10967	12200	12342	9370	9508	9450	9590	10825	10964	12202	12287	13523	13714	
AEAD	LWC_ALGO_AEAD_SAEAES_SAEAES256A64T128V1	Ofast	7092	112	1544	5832	5906	5921	5996	7551	7678	9205	9279	10912	10985	5874	5944	5911	6033	7593	7663	9299	9317	10953	10971	7605	7635	7643	7724	9272	9407	10978	11062	12633	12662	9265	9289	9301	9326	10983	11008	12637	12714	14290	14367	10921	10943	10906	11033	12588	12714	14296	14368	15949	16022	
